./Exp2DSorted,1,24.6937
./Exp2DSorted,1,25.1283
./Exp2DSorted,2,14.6437
./Exp2DSorted,3,11.2864
./Exp2DSorted,4,9.80697
./Exp2DSorted,6,6.58702
./Exp2DSorted,8,4.54035
./Exp2DSorted,10,3.60879
./Exp2DSorted,12,2.90825
./Exp2DSorted,16,2.31142
./Exp2DSorted,24,2.04861
./Exp2DSorted,32,1.68237
./Exp2DSorted,46,2.03307
./Exp2DSorted,58,2.46939
./Exp2DSorted,64,2.11916
./Exp2DSum,1,25.771
./Exp2DSum,2,15.6971
./Exp2DSum,3,12.0797
./Exp2DSum,4,10.6374
./Exp2DSum,6,6.99593
./Exp2DSum,8,4.79618
./Exp2DSum,10,3.90403
./Exp2DSum,12,3.06823
./Exp2DSum,16,2.43108
./Exp2DSum,24,1.98894
./Exp2DSum,32,1.71372
./Exp2DSum,46,1.68572
./Exp2DSum,58,2.28666
./Exp2DSum,64,1.67372
./ExpGradient1,1,59.5454
./ExpGradient1,2,32.8628
./ExpGradient1,3,23.0229
./ExpGradient1,4,18.6417
./ExpGradient1,6,12.3756
./ExpGradient1,8,9.42074
./ExpGradient1,10,7.49902
./ExpGradient1,12,6.47928
./ExpGradient1,16,4.64228
./ExpGradient1,24,3.17724
./ExpGradient1,32,2.57844
./ExpGradient1,46,2.03755
./ExpGradient1,58,2.24445
./ExpGradient1,64,2.05485
./ExpMinMax,1,40.4103
./ExpMinMax,2,20.6619
./ExpMinMax,3,17.277
./ExpMinMax,4,13.5574
./ExpMinMax,6,9.30295
./ExpMinMax,8,7.17778
./ExpMinMax,10,5.36387
./ExpMinMax,12,4.37889
./ExpMinMax,16,3.27653
./ExpMinMax,24,2.4026
./ExpMinMax,32,2.15452
./ExpMinMax,46,1.69693
./ExpMinMax,58,1.81345
./ExpMinMax,64,1.71691
./ExpMaxDist,1,58.5075
./ExpMaxDist,2,29.2878
./ExpMaxDist,3,19.5335
./ExpMaxDist,4,14.6591
./ExpMaxDist,6,9.77283
./ExpMaxDist,8,7.3358
./ExpMaxDist,10,5.87348
./ExpMaxDist,12,4.90296
./ExpMaxDist,16,3.67664
./ExpMaxDist,24,2.45506
./ExpMaxDist,32,1.86
./ExpMaxDist,46,1.37249
./ExpMaxDist,58,1.15614
./ExpMaxDist,64,1.04073
./ExpMinMaxCol,1,79.0935
./ExpMinMaxCol,2,42.4581
./ExpMinMaxCol,3,30.3972
./ExpMinMaxCol,4,23.9702
./ExpMinMaxCol,6,15.2817
./ExpMinMaxCol,8,11.892
./ExpMinMaxCol,10,9.60173
./ExpMinMaxCol,12,8.06909
./ExpMinMaxCol,16,6.21048
./ExpMinMaxCol,24,4.42025
./ExpMinMaxCol,32,3.78255
./ExpMinMaxCol,46,5.1591
./ExpMinMaxCol,58,7.14332
./ExpMinMaxCol,64,8.45578
./ExpMaxLeftRect,1,68.3974
./ExpMaxLeftRect,2,57.6447
./ExpMaxLeftRect,3,36.1271
./ExpMaxLeftRect,4,33.2607
./ExpMaxLeftRect,6,25.9907
./ExpMaxLeftRect,8,21.0682
./ExpMaxLeftRect,10,18.454
./ExpMaxLeftRect,12,18.7993
./ExpMaxLeftRect,16,15.4409
./ExpMaxLeftRect,24,12.4775
./ExpMaxLeftRect,32,11.1295
./ExpMaxLeftRect,46,9.7113
./ExpMaxLeftRect,58,8.93756
./ExpMaxLeftRect,64,8.88539
./ExpMaxTopStrip,1,31.704
./ExpMaxTopStrip,2,17.0378
./ExpMaxTopStrip,3,15.3721
./ExpMaxTopStrip,4,11.1086
./ExpMaxTopStrip,6,8.17181
./ExpMaxTopStrip,8,5.70083
./ExpMaxTopStrip,10,4.43001
./ExpMaxTopStrip,12,3.62148
./ExpMaxTopStrip,16,2.96833
./ExpMaxTopStrip,24,2.20214
./ExpMaxTopStrip,32,1.89131
./ExpMaxTopStrip,46,1.87827
./ExpMaxTopStrip,58,2.19245
./ExpMaxTopStrip,64,1.66844
./ExpMaxSegStrip,1,30.8267
./ExpMaxSegStrip,2,17.9547
./ExpMaxSegStrip,3,14.3712
./ExpMaxSegStrip,4,11.4024
./ExpMaxSegStrip,6,7.91466
./ExpMaxSegStrip,8,5.45912
./ExpMaxSegStrip,10,4.61761
./ExpMaxSegStrip,12,3.63172
./ExpMaxSegStrip,16,2.67731
./ExpMaxSegStrip,24,2.03251
./ExpMaxSegStrip,32,1.98336
./ExpMaxSegStrip,46,1.6752
./ExpMaxSegStrip,58,2.8686
./ExpMaxSegStrip,64,2.38768
./ExpMTLR,1,113.007
./ExpMTLR,2,61.2834
./ExpMTLR,1,120.703
./ExpMTLR,2,64.9808
./ExpMTLR,3,42.9424
./ExpMTLR,4,33.8019
./ExpMTLR,6,23.6912
./ExpMTLR,8,18.4062
./ExpMTLR,10,14.982
./ExpMTLR,12,13.0725
./ExpMTLR,16,9.38347
./ExpMTLR,24,7.55659
./ExpMTLR,32,7.54478
./ExpMTLR,46,9.31852
./ExpMTLR,58,9.39811
./ExpMTLR,64,10.4933
